,gene_name
15493,HEATR5A
15494,SLC35E2B
15495,IGKV1D-37
15496,OR52J3
15497,COX7A2P2
15498,OR6Y1
15499,ZNF562
15500,TCP11L2
15501,ZNF284
15502,KANSL3
15503,OR52M1
15504,ZNF14
15505,IGLV1-50
15506,CABCOCO1
15507,CCT8L1P
15508,DNAJC8
15509,OR10H1
15510,IGHV8-51-1
15511,KIR3DS1
15512,FAAH2
15513,GPX5
15514,SMAGP
15515,TRIM73
15516,OR10H4
15517,ZNF532
15518,SEZ6L
15519,ZNF654
15520,OR4F15
15521,SH3TC2
15522,ZNF384
15523,OR6J1
15524,A0A0J9YY99
15525,CRYGS
15526,PPP4R3C
15527,NRN1
15528,OR4K2
15529,UTF1
15530,ZNF18
15531,EMSY
15532,PALMD
15533,IGLV3-22
15534,STK31
15535,OR4C3
15536,SLC38A8
15537,ILKAP
15538,SMIM30
15539,GNGT2
15540,OR7A10
15541,FBXO8
15542,SLAMF9
15543,PRAMEF20
15544,NIM1K
15545,B3GNT9
15546,ZFP62
15547,REM2
15548,NLRP14
15549,SLC10A3
15550,TAS2R30
15551,GSTM5
15552,CCDC181
15553,ZNF829
15554,OR52E4
15555,OR10D3
15556,LOC112268384
15557,OR13J1
15558,ASB11
15559,IGHV6-1
15560,PRTFDC1
15561,MRPL30
15562,SELENOI
15563,KLHL4
15564,TRIM61
15565,OR1A1
15566,OR2B3
15567,IGHV4OR15-8
15568,CTAGE6
15569,ZNF282
15570,CRYBA2
15571,IGHV3OR16-17
15572,OR2J2
15573,ZNF333
15574,VN1R2
15575,OR2Z1
15576,EMILIN3
15577,CUSTOS
15578,GPATCH1
15579,OR52H1
15580,TOMM6
15581,CNPPD1
15582,TCTE1
15583,OR52N2
15584,MYEF2
15585,IGHV2-26
15586,DEFB127
15587,HMGN4
15588,COA3
15589,TRMU
15590,ZNF355P
15591,OR3A3
15592,OR2M2
15593,ZNF705B
15594,PTDSS1
15595,OR4D11
15596,UPK2
15597,OR4K13
15598,LYPD8
15599,NAP1L3
15600,ESS2
15601,MMTAG2
15602,SCART1
15603,A0A0J9YWU9
15604,PLGRKT
15605,CFHR3
15606,OBP2B
15607,TXNDC8
15608,SEC11A
15609,ASIC5
15610,SH2D3A
15611,RBM28
15612,SPAG11B
15613,OR4M1
15614,ZNF208
15615,PRAMEF13
15616,TXNDC12
15617,FAM184A
15618,RGPD8
15619,REXO5
15620,PAQR5
15621,A0A0J9YW62
15622,CCDC170
15623,OR11H7
15624,OR2A5
15625,TMTC1
15626,ZNF865
15627,USP43
15628,GFOD2
15629,SDHAF1
15630,OR9A1P
15631,RFX8
15632,UNC50
15633,IGKV3D-15
15634,TAS2R3
15635,OR4K3
15636,PLEKHG1
15637,REDIC1
15638,BTNL9
15639,KRTDAP
15640,MYLK4
15641,OR2V1
15642,AAGAB
15643,MYL10
15644,IGHV3-53
15645,JOSD2
15646,OR2T27
15647,OR4N2
15648,ARSI
15649,OR51Q1
15650,ZNF605
15651,YLPM1
15652,DGCR2
15653,ZNF781
15654,ZNF782
15655,HS3ST2
15656,PGA5
15657,TAF11L3
15658,TMEM45B
15659,ADPRHL1
15660,OR1N1
15661,CFAP126
15662,RASL11A
15663,RPTN
15664,OR52R1
15665,HMX1
15666,POGK
15667,ENHO
15668,TMEM126B
15669,VN1R1
15670,OR6S1
15671,VPREB3
15672,COX6B2
15673,ANGPTL1
15674,OR1P1
15675,NREP
15676,WFDC3
15677,OR4Q2
15678,NOM1
15679,CMTM1
15680,GPR20
15681,OR51F2
15682,RSKR
15683,ZNF551
15684,ZNF880
15685,STOML1
15686,OR2T7
15687,LIPK
15688,HNRNPA1L2
15689,A0A2R8YFR7
15690,ZNF542P
15691,OR52A4P
15692,DUSP13A
15693,MPZL3
15694,OR4P4
15695,CA10
15696,ZNF556
15697,FBXW7-AS1
15698,DUX4L3
15699,ZNF727
15700,IGHV1OR15-1
15701,LYG1
15702,MDGA2
15703,PRXL2A
15704,IFI44
15705,CFAP53
15706,LCE3A
15707,OR56A5
15708,GMCL1
15709,TAS2R39
15710,IGKV3D-11
15711,TRAV29DV5
15712,ZFP82
15713,DUX4L4
15714,OR1F1
15715,CLPSL1
15716,CTRL
15717,TRAM2
15718,NPY6R
15719,WBP1L
15720,COX6C
15721,INKA2
15722,PLPBP
15723,HSD17B14
15724,PMS2P3
15725,ZNF233
15726,LRRC14
15727,SBK3
15728,PRAMEF5
15729,ZNF311
15730,POLR2J3
15731,OR1R1P
15732,VRTN
15733,CLEC18C
15734,ZNF546
15735,OR4F4
15736,OR9A2
15737,PYDC5
15738,TRIM74
15739,PANO1
15740,GPR139
15741,ARID3B
15742,OR4K1
15743,OGFOD3
15744,PPM1J
15745,ZNF841
15746,COX7C
15747,OR6C70
15748,ERFL
15749,ELSPBP1
15750,HSPB9
15751,ZNF658B
15752,ZNF684
15753,RPEL1
15754,OR2AP1
15755,IGHV3-66
15756,PSKH2
15757,PRAMEF10
15758,ZNF189
15759,ABHD16B
15760,H2BC19P
15761,OR7E24
15762,SH3BP5L
15763,OR3A1
15764,ZNF662
15765,MANSC4
15766,OR10H2
15767,MRPL47
15768,TAF11L13
15769,IGKV1-6
15770,ZNF222
15771,CSTF1
15772,RXFP4
15773,ATXN3L
15774,ZNF737
15775,ZNF492
15776,OR52W1
15777,MPDU1
15778,ZNF586
15779,IGKV2D-26
15780,CLIP4
15781,OR4K15
15782,ZNF75D
15783,BTN2A3P
15784,RHCE
15785,PIGW
15786,ZNF154
15787,TSGA10IP
15788,OR2K2
15789,ZNF845
15790,PTTG3P
15791,DEPP1
15792,ZNF43
15793,ZNF234
15794,OR52E8
15795,SREK1IP1
15796,CAPN11
15797,MEGF9
15798,PCDHGB4
15799,OR2C3
15800,ZMYM4
15801,IGHV1-38-4
15802,LRRC45
15803,GGCT
15804,OR51H1
15805,MXRA5
15806,LRR1
15807,ZNF528
15808,DCAF11
15809,ZSCAN20
15810,VPS26C
15811,ZNF429
15812,SHISA2
15813,PCDHA6
15814,ZNF267
15815,PRRX2
15816,CIMIP2A
15817,PPIAL4D
15818,IGHV2-5
15819,OR4C16
15820,GLTPD2
15821,LUZP4
15822,OR1S1
15823,KLLN
15824,PTPN21
15825,PTDSS2
15826,PPP1R2
15827,CBLN3
15828,CTAGE8
15829,OR4S2
15830,SLC16A14
15831,GGTLC2
15832,OR2T35
15833,RASL12
15834,NBDY
15835,COLGALT1
15836,GTF2IRD2
15837,TAF11L9
15838,ZNF716
15839,EFCAB6
15840,EVA1C
15841,ZNF850
15842,RPP25L
15843,COMMD4
15844,SNX31
15845,SLX9
15846,C14orf93
15847,IGHV4-38-2
15848,ZKSCAN2
15849,ELAPOR2
15850,SERPINA2
15851,IGLV5-39
15852,HIGD2A
15853,ZAN
15854,IGHV2-70
15855,ARL15
15856,LRRCC1
15857,ZNF888
15858,PTTG2
15859,OR2A12
15860,TAS2R9
15861,ZNF585A
15862,OR56B1
15863,GIMAP1
15864,FAM234A
15865,IGHV3-35
15866,IGKV1-9
15867,CRACR2B
15868,DHRS7
15869,SLC25A48
15870,TSPY26P
15871,ZNF66
15872,TBC1D15
15873,ENPP5
15874,TMCC3
15875,GPRC6A
15876,OR2W5P
15877,OR2T10
15878,PRAMEF2
15879,OR4Q3
15880,BTG3
15881,UQCC6
15882,LOC100653049
15883,RBM34
15884,PRAMEF12
15885,H2BW2
15886,DGCR6
15887,SLITRK4
15888,C1orf131
15889,HSDL2
15890,RPL39L
15891,IGKV6D-21
15892,OR11A1
15893,BZW1
15894,NEK5
15895,IKBIP
15896,CCDC141
15897,OR1N2
15898,MFI
15899,CMTM2
15900,OR7G3
15901,ZNF132
15902,SLC25A45
15903,IGLV5-52
15904,ZNF836
15905,ZNF514
15906,REXO1
15907,IGHV3-11
15908,HINT3
15909,CLEC18B
15910,SCRN2
15911,PDILT
15912,IGHV4-28
15913,OR4F21
15914,OR10X1
15915,PNMA3
15916,OR4C12
15917,TSPAN9
15918,STYK1
15919,TMPRSS15
15920,IGLV4-3
15921,HDHD2
15922,ZNF347
15923,HYCC2
15924,TNS4
15925,ZNF705G
15926,ATPAF2
15927,ZNF676
15928,AQP12B
15929,RNF181
15930,MRPS24
15931,PLEKHM3
15932,MRPS18C
15933,LCE3C
15934,ZNF611
15935,JPT1
15936,OR10G7
15937,IGHV3-73
15938,LEPROTL1
15939,TOMM5
15940,TMEM63C
15941,PPP1R14B
15942,ZC3H12B
15943,PCDHA4
15944,PNLIPRP1
15945,OR51A7
15946,CRYBB2
15947,TRAV38-2DV8
15948,ADGRG7
15949,ZNF570
15950,L1TD1
15951,TMEM186
15952,EGFL8
15953,ZNF665
15954,OR9G1
15955,OR2W3
15956,LIAT1
15957,OR2A2
15958,HS3ST4
15959,ZNF577
15960,GAST
15961,CHGB
15962,IGHV3-48
15963,ZNF621
15964,CCDC32
15965,OR2T6
15966,ESF1
15967,SUGP2
15968,TLCD2
15969,ZNF678
15970,IGHV3-43D
15971,IGHV1-58
15972,ZNF44
15973,TTC7B
15974,TRDV1
15975,IGKV6D-41
15976,LINC02218
15977,IGHV1-2
15978,ARHGEF3
15979,MORC4
15980,THAP12
15981,CDV3
15982,ZNF808
15983,ZNF876P
15984,ZNF137P
15985,IGHV3-64
15986,LOC107984156
15987,GARRE1
15988,IRGC
15989,ZNF709
15990,ARMC10
15991,OSGIN2
15992,OLAH
15993,ZNF493
15994,PRAMEF19
15995,OR52B6
15996,ZFP37
15997,TRDV3
15998,GPR85
15999,OR6F1
16000,HERC3
16001,MRPS33
16002,OR4D9
16003,EML5
16004,ZNF37A
16005,KLRF1
16006,RNF17
16007,MEA1
16008,ABHD12B
16009,ACAD8
16010,RNF215
16011,DCAKD
16012,FAM9B
16013,SSUH2
16014,CNFN
16015,OR10P1
16016,MARS2
16017,MYOZ3
16018,ZUP1
16019,DUXB
16020,DENND5B
16021,OR2L3
16022,OR51F1
16023,IGHV3OR15-7
16024,PPIAL4F
16025,ZFP92
16026,MFSD14CP
16027,ZNF506
16028,MAS1L
16029,PRAMEF8
16030,SPATA16
16031,NSUN5P2
16032,GLB1L2
16033,PGC
16034,OR10D4P
16035,SMPX
16036,ZNF729
16037,AMY2B
16038,LIN52
16039,HYI
16040,BCL2L15
16041,NPIPB3
16042,ZNF728
16043,VWCE
16044,IGLV2-18
16045,KLC4
16046,PRAMEF33
16047,BICDL2
16048,VOPP1
16049,ZNF283
16050,HS1BP3
16051,TBATA
16052,FBXO40
16053,DPY19L1
16054,GLYATL1B
16055,ZNF525
16056,ZNF718
16057,PAAF1
16058,ANGPTL2
16059,PHF11
16060,OR2B11
16061,CTAGE15
16062,OR8S1
16063,ANKHD1
16064,PCDHB15
16065,PCDHGA4
16066,TSNAXIP1
16067,SHC2
16068,ABHD13
16069,TDRP
16070,MSL3P1
16071,DCHS2
16072,PDCD7
16073,TMEM204
16074,OR6C65
16075,CD101
16076,COL6A6
16077,CTAGE4
16078,DUX4L5
16079,ZNF519
16080,DPPA2
16081,ZNF7
16082,GPR162
16083,RRN3P2
16084,SRFBP1
16085,OR9A4
16086,GGNBP1
16087,VN1R4
16088,OR1I1
16089,SLCO6A1
16090,VEPH1
16091,COX7B2
16092,OSTC
16093,PLPPR3
16094,TGIF2LX
16095,NMES1
16096,OR2T4
16097,OR2F1
16098,ZNF250
16099,TANC2
16100,SLC25A52
16101,PTOV1
16102,ZNF721
16103,OR4S1
16104,OR52E6
16105,ZNF761
16106,OR4A47
16107,SPINK13
16108,ZNF790
16109,DUX5
16110,RUSC2
16111,DPH5
16112,IGKV6-21
16113,OR9G9
16114,NTMT2
16115,CCIN
16116,PJA1
16117,JSRP1
16118,KRTAP4-7
16119,PLEKHA8P1
16120,TSGA10
16121,ZNF799
16122,ZNF99
16123,OR2W1
16124,TMCC2
16125,ZNF416
16126,LAIR1
16127,GOLGA8DP
16128,ARMH3
16129,OR4L1
16130,MTRF1L
16131,ZNF714
16132,DNAJB5
16133,AOPEP
16134,BTLA
16135,GNG11
16136,THUMPD2
16137,KIAA1755
16138,RXFP3
16139,IGHV1-18
16140,H2BC20P
16141,ZNF185
16142,MS4A7
16143,ZNF680
16144,ASB7
16145,AMZ2
16146,HIBCH
16147,SNED1
16148,ELMOD3
16149,ZNF818P
16150,ZNF674
16151,IGLV5-45
16152,GNG10
16153,OR56A4
16154,CEP78
16155,SPSB3
16156,FGGY
16157,RSPRY1
16158,ELFN2
16159,ZMYND19
16160,IGHV4-4
16161,ADGRA3
16162,TMPRSS5
16163,LAD1
16164,ZNF444
16165,TAF11L2
16166,ZNF671
16167,TTC1
16168,TAF11L14
16169,ZNF112
16170,SLC25A40
16171,RBM26
16172,HS6ST3
16173,SALL3
16174,SPRR2B
16175,KCNH8
16176,ZNF708
16177,MFSD3
16178,TMEM174
16179,TCAF1
16180,OR10A7
16181,ANP32CP
16182,MPC1L
16183,CTAGE1
16184,ZNF565
16185,SPEM1
16186,CLDN34
16187,FLACC1
16188,KCNU1
16189,DDAH2
16190,ZNF616
16191,DUX4L7
16192,LRTM1
16193,SRBD1
16194,IGLV4-69
16195,IGFN1
16196,ZNF257
16197,TRBV19
16198,RGS9BP
16199,OR4C11
16200,AMER3
16201,RPS4Y2
16202,ZNF723
16203,KLF18
16204,ADGRD2
16205,GAL3ST2
16206,CNPY2
16207,DTWD2
16208,MBD3L1
16209,ISLR2
16210,LOC122539214
16211,TCL1B
16212,CAPN12
16213,GAPT
16214,VXN
16215,PPP1R16A
16216,GPR156
16217,TMEM86A
16218,ZC3H7A
16219,CD300C
16220,COX18
16221,DPY19L3
16222,MND1
16223,ARPP21
16224,PI16
16225,UGT2A2
16226,ZNG1F
16227,GOLGA8J
16228,DENND10P1
16229,URGCP
16230,ZNF582
16231,SNX22
16232,PSG5
16233,FAM114A2
16234,DUSP28
16235,OR2T8
16236,IGKV2-24
16237,H2AP
16238,EIF1AY
16239,POM121L2
16240,TRBV6-1
16241,ZSCAN5C
16242,CCNYL2
16243,PRAMEF17
16244,PHACTR2
16245,NOPCHAP1
16246,CLEC4F
16247,ZNF793
16248,ZNF879
16249,SERHL2
16250,PRELID3B
16251,GGTA1
16252,DPY19L2P2
16253,KRTAP6-1
16254,EFR3A
16255,SYCP2L
16256,MUC12
16257,HECTD3
16258,SDHAF3
16259,DNAAF3
16260,PDZK1P1
16261,ZSCAN5DP
16262,EPM2A
16263,ZNF484
16264,SLC22A10
16265,A0A2R8Y5M8
16266,WDR20
16267,GOLGA6D
16268,ZNF681
16269,OR2V2
16270,TRBV6-6
16271,AMZ1
16272,SLC13A4
16273,CSTL1
16274,MTRNR2L12
16275,CHCHD7
16276,TAF11L4
16277,FOCAD
16278,OXNAD1
16279,RBMXL1
16280,GPR182
16281,ANKRD49
16282,CLEC3A
16283,CD300E
16284,USP31
16285,IGHV1-69D
16286,MTFR1L
16287,CCNYL3
16288,AHSA2P
16289,ELOF1
16290,ZNF814
16291,C11orf24
16292,GUCA2B
16293,IGHV5-10-1
16294,ART5
16295,URAD
16296,YAE1
16297,RBM6
16298,ZNF749
16299,FAM86B2
16300,RCBTB2
16301,ZNF682
16302,C1QTNF9
16303,ZNF730
16304,TMEM144
16305,DNASE2B
16306,CFAP68
16307,MTRNR2L13
16308,RTL10
16309,MAGEB18
16310,TMCO3
16311,TRBV12-4
16312,BLTP2
16313,TAAR9
16314,PPP1R18
16315,RCN2
16316,DDX43
16317,TSPAN3
16318,SERP2
16319,ISOC1
16320,CELA3A
16321,CTRB1
16322,PUSL1
16323,IGBP1C
16324,NMS
16325,GOLGA8K
16326,PRAMEF15
16327,MST1L
16328,TLCD4
16329,TMEM170B
16330,METTL15
16331,IGSF10
16332,CEBPZ
16333,H2BN1
16334,NPIPA1
16335,LIPM
16336,UGT2B17
16337,L2HGDH
16338,PABPN1L
16339,C2orf83
16340,MAP7D1
16341,TRBV3-1
16342,C19orf18
16343,CWF19L1
16344,PODXL2
16345,TSPAN17
16346,ATAD3C
16347,NIPSNAP1
16348,PATE4
16349,COA7
16350,TNRC18
16351,GPR19
16352,KIR2DS1
16353,ADGRG4
16354,TAAR5
16355,GOT1L1
16356,PCDHGA11
16357,SH3BGRL2
16358,SMIM45
16359,TAAR3P
16360,TMEM187
16361,HOXC12
16362,TRAV38-1
16363,MYCLP1
16364,ARSD
16365,PRICKLE2
16366,LRRC17
16367,PMFBP1
16368,CERS4
16369,PSG11
16370,ASB6
16371,HEBP1
16372,TRBV16
16373,UQCR11
16374,TCTA
16375,NIPAL4
16376,TRHR
16377,NIPSNAP3A
16378,FAM13A
16379,MALRD1
16380,DEFB115
16381,ITPRID2
16382,OTOP2
16383,UBE2NL
16384,THAP3
16385,PPP1R17
16386,B3GLCT
16387,FKBP11
16388,ALG11
16389,PCDHAC1
16390,P2RY8
16391,RFESD
16392,GPR152
16393,LOC122319436
16394,CPA5
16395,ARMC3
16396,HHIPL1
16397,KRTAP1-5
16398,SSR2
16399,GLB1L
16400,NANOGP1
16401,CPHXL2
16402,JKAMP
16403,CDR2L
16404,TMEM37
16405,FNDC4
16406,MTRNR2L4
16407,THAP6
16408,OR51G1
16409,SNURF
16410,CHURC1
16411,CPA6
16412,NIPA2
16413,DENND6A
16414,OGFOD2
16415,PCDHB1
16416,IFRD2
16417,ARMH4
16418,DEFB112
16419,PCDHGA5
16420,MTRNR2L11
16421,CEACAM16
16422,NNAT
16423,TMC5
16424,TCP11X1
16425,EXOC3L4
16426,IGHV3-33
16427,ADAMTSL1
16428,GPR87
16429,SHKBP1
16430,CD300LD
16431,HNRNPCL2
16432,LAPTM4A
16433,SPEM3
16434,TCF19
16435,CDYL2
16436,FAM149B1
16437,FADS6
16438,TNFAIP8L1
16439,OR11H4
16440,IGLV3-9
16441,MTRNR2L10
16442,BDP1
16443,AGAP7P
16444,CCDC63
16445,GOLGA8T
16446,IGLL5
16447,CATSPERE
16448,TRBV7-6
16449,ENGASE
16450,SUPT20HL2
16451,TMEM120B
16452,GOLGA8G
16453,LRRC3B
16454,DYTN
16455,ZNF833P
16456,TRBV7-2
16457,TMEM229B
16458,RAMACL
16459,SPMIP4
16460,DPH6
16461,CABP7
16462,NT5DC3
16463,PCDHA11
16464,OSGEPL1
16465,SPACA7
16466,TMEM87B
16467,CLEC2A
16468,MRGPRX3
16469,SLC22A25
16470,KHDC1
16471,NPW
16472,CEP95
16473,RMND1
16474,DCAF4
16475,XKR6
16476,TP53AIP1
16477,CFAP251
16478,SCML1
16479,UGT2B10
16480,SLC25A39
16481,ETNPPL
16482,FSCB
16483,FAM86C1P
16484,LDAF1
16485,GPRIN1
16486,ARMC7
16487,LONRF3
16488,THAP2
16489,MPP3
16490,TRBV9
16491,ITIH5
16492,PRAF2
16493,MTRNR2L8
16494,IGHV3OR16-9
16495,RETNLB
16496,SAGE1
16497,GPR25
16498,GLYATL1
16499,TCP11X2
16500,POMZP3
16501,TMEM259
16502,RASSF6
16503,MRGPRF
16504,MTRNR2L1
16505,RETSAT
16506,MS4A6E
16507,METTL2B
16508,NOL10
16509,C21orf62
16510,CCDC136
16511,MBD3L2B
16512,C18orf32
16513,GPR45
16514,ZNF507
16515,GOLGA6C
16516,PMS2P5
16517,C16orf89
16518,TRBV6-9
16519,GLIPR1
16520,DISP2
16521,OPALIN
16522,TRBV11-3
16523,CCDC110
16524,EBPL
16525,PCDHA13
16526,TRBV4-3
16527,ERVH48-1
16528,ECHDC1
16529,ARL16
16530,TAS2R19
16531,FER1L6
16532,GKAP1
16533,GPATCH2
16534,SMIM14
16535,DEPDC1B
16536,LOC102724159
16537,HIGD2B
16538,LONRF2
16539,TRBV7-8
16540,KLHL6
16541,CHCHD5
16542,VN1R5
16543,KIAA1191
16544,TMEM95
16545,PILRB
16546,GALNTL5
16547,RLN1
16548,TRBV14
16549,CACNA2D3
16550,TGM7
16551,SPMIP7
16552,WDR70
16553,TAS2R41
16554,MEMO1
16555,AGAP5
16556,BEND5
16557,ANKRD24
16558,FXYD6P3
16559,OMG
16560,TRBV5-6
16561,KRTAP5-9
16562,FBXL8
16563,GOLGA8IP
16564,S100A7L2
16565,HPDL
16566,RABL2A
16567,OPRPN
16568,FKSG35
16569,GOLGA6B
16570,HCAR3
16571,NIPAL3
16572,TRBV6-7
16573,CIB3
16574,ECHDC3
16575,GOLGA8CP
16576,CMBL
16577,PRAMEF22
16578,GIMAP5
16579,C22orf39
16580,GANC
16581,ZMAT4
16582,XKR7
16583,NEURL4
16584,ASPRV1
16585,FABP9
16586,OTULINL
16587,GOLGA8H
16588,AKR7L
16589,PCDH7
16590,FIMP
16591,C6orf15
16592,FABP12
16593,FDXACB1
16594,RSBN1
16595,HEATR3
16596,TRBV2
16597,PCDHGA12
16598,COMMD5
16599,SUSD5
16600,MATCAP2
16601,APOBEC4
16602,TMEM80
16603,FAM9C
16604,TRBV5-8
16605,MTRNR2L3
16606,BEX5
16607,KRTAP3-2
16608,ADGRF2P
16609,CGB1
16610,ERVK-16
16611,LRRC27
16612,RHPN1
16613,CSAG1
16614,FAM83G
16615,LRRC23
16616,IGKJ1
16617,ACTR3C
16618,AKIP1
16619,RNFT2
16620,PCDHGB6
16621,SMIM20
16622,TCEAL7
16623,KIAA1217
16624,UGT2B4
16625,LINGO4
16626,SUN3
16627,SNN
16628,OTOR
16629,DHRS1
16630,FAM13B
16631,DHRSX
16632,FSD2
16633,RASGEF1C
16634,ELMOD2
16635,ADGRG5
16636,DNAJC18
16637,HS3ST6
16638,NECAP2
16639,PCDHGA2
16640,UBXN11
16641,TMEM168
16642,CCDC146
16643,CPA4
16644,CRTAC1
16645,SPMIP5
16646,DYNLT5
16647,TPGS2
16648,CFAP300
16649,TRBV24-1
16650,FAM120B
16651,TBC1D3
16652,FCGBP
16653,GNB1L
16654,PCMTD2
16655,PI15
16656,TAS2R60
16657,TRAV2
16658,YIPF7
16659,GARIN4
16660,TLCD3A
16661,MBD3L4
16662,SMG8
16663,TRBV30
16664,PLPP7
16665,MTRNR2L2
16666,RASL11B
16667,TRBV13
16668,DCAF16
16669,LRRN3
16670,ITIH6
16671,LINGO2
16672,ADGRF3
16673,NPVF
16674,GGTLC3
16675,USP41
16676,SLC22A31
16677,RRP7BP
16678,GIGYF1
16679,CALHM6
16680,FBXO30
16681,TMEM9B
16682,PLEKHG2
16683,TVP23A
16684,C2orf69
16685,RNF223
16686,PVRIG
16687,TRBV5-1
16688,MTRNR2L7
16689,HCAR1
16690,LRRC47
16691,FCRL1
16692,CCDC50
16693,CALHM2
16694,PCDHGB3
16695,ASB16
16696,MARCOL
16697,FBXL16
16698,IFT70A
16699,ECI1
16700,NOL12
16701,A0A0G2JPB7
16702,SULT6B1
16703,TIMMDC1
16704,CST9L
16705,AVL9
16706,PCDHB18P
16707,DNAJC4
16708,ARSH
16709,SUMF2
16710,NIPAL1
16711,TMPPE
16712,GOLGA8M
16713,RHD
16714,BRICD5
16715,FAM220BP
16716,ARHGEF39
16717,TMEM260
16718,CEP85L
16719,ADCK5
16720,ZCCHC9
16721,SPATA9
16722,ARRDC5
16723,BPIFC
16724,AAR2
16725,PROCA1
16726,SCFD2
16727,MAP3K19
16728,RALGAPB
16729,MAGEA6
16730,IQCE
16731,TSC22D2
16732,FADS2B
16733,PPP1R14C
16734,RGPD2
16735,PMS2P2
16736,CD200R1L
16737,PCDHGA1
16738,GDPD4
16739,ZNF407
16740,TRBV6-8
16741,CYB5RL
16742,SLC45A4
16743,LMNTD1
16744,PRRG3
16745,SLC25A28
16746,SETD9
16747,PGPEP1
16748,TMEM117
16749,MUC15
16750,CCDC28B
16751,DPH7
16752,GOLGA8R
16753,SPANXC
16754,PCDH20
16755,HIGD1C
16756,TTI2
16757,ZCCHC14
16758,GPN3
16759,TRGV2
16760,COX4I2
16761,PRRC1
16762,NAT2
16763,TMEM190
16764,RGPD1
16765,ZFYVE21
16766,ADAM33
16767,IGSF5
16768,VSIG10L2
16769,TMC4
16770,PRSS58
16771,KRTAP3-1
16772,NEPRO
16773,KRTAP11-1
16774,ODF4
16775,CHAD
16776,HSF5
16777,SPDYC
16778,GJA9
16779,TMPRSS11B
16780,FRRS1
16781,TRBV12-5
16782,DUX3
16783,ARMCX1
16784,SLC5A4
16785,THUMPD1
16786,HNRNPCL1
16787,PRELID2
16788,GREB1
16789,ZNF862
16790,TRBV11-1
16791,TMEM134
16792,RALYL
16793,SSR4
16794,AMELY
16795,IGSF6
16796,RPRM
16797,TAGLN
16798,IQCN
16799,TBC1D1
16800,TRMT44
16801,PRRG1
16802,TVP23B
16803,TEX28
16804,TRBV6-2
16805,KRTAP1-1
16806,ISLR
16807,PROKR1
16808,TRBV7-1
16809,RGPD4
16810,NEURL2
16811,ADAT1
16812,C1QTNF2
16813,FAIM
16814,NSUN5P1
16815,GARIN5A
16816,KRTAP26-1
16817,SLC22A20P
16818,PRRG2
16819,TRBV10-3
16820,MTFR2
16821,TEDC1
16822,GGTLC1
16823,SLC25A53
16824,COX20
16825,ELAVL2
16826,MEGF6
16827,KRTAP4-5
16828,HSD11B1L
16829,SCD5
16830,CLEC2B
16831,AGAP11
16832,TGDS
16833,KLRC4
16834,WFDC11
16835,TMEM167B
16836,PIGBOS1
16837,CRACD
16838,ZCCHC12
16839,TRPM3
16840,GPR34
16841,CA5BP1
16842,TMEM91
16843,PCDHA5
16844,TBC1D3F
16845,BRWD3
16846,VWDE
16847,FRMD1
16848,HERPUD2
16849,KLK9
16850,IFIT1B
16851,NANOGNB
16852,PRSS36
16853,C1QTNF8
16854,IQCA1L
16855,IGHD1-1
16856,CFAP161
16857,ANO8
16858,PRPF38B
16859,OVCH1
16860,ATP5MJ
16861,RNF44
16862,COMMD6
16863,UQCC5
16864,SLC7A6OS
16865,TRBV4-2
16866,KRI1
16867,TBC1D3G
16868,LRFN1
16869,PCDHGA8
16870,NHLRC2
16871,MYBPHL
16872,HYKK
16873,METTL2A
16874,TRAFD1
16875,DGLUCY
16876,RBMXL2
16877,ACCSL
16878,MUCL3
16879,FAM171A1
16880,TTLL10
16881,ANTXRL
16882,PTRH1
16883,SPANXB1
16884,RAI2
16885,TECPR2
16886,BTNL3
16887,FBXO24
16888,NRM
16889,SMR3A
16890,TTC12
16891,TRAV27
16892,LYPD2
16893,ZMYM5
16894,PDXDC2P
16895,TRBV10-2
16896,DEFB126
16897,TMCO6
16898,PCDHA3
16899,ASB13
16900,LIPN
16901,FAM220A
16902,CYP2G1P
16903,ATP5MK
16904,LONRF1
16905,TXNDC16
16906,LRRFIP2
16907,MS4A6A
16908,RBIS
16909,GPR42
16910,FAM110B
16911,EVI5L
16912,DYDC1
16913,RAVER1
16914,TPD52L2
16915,SMIM43
16916,TBC1D22A
16917,RNF24
16918,TRBV7-3
16919,DCDC2B
16920,VSIG10
16921,IQCF1
16922,EMP3
16923,KIR2DS5
16924,BPIFB4
16925,PERM1
16926,SDF2
16927,ICAM4
16928,KCNT1
16929,FAM168B
16930,GPA33
16931,RPRD2
16932,FRYL
16933,CWF19L2
16934,MUC3A
16935,TRBV5-5
16936,PRR11
16937,PPP2R2C
16938,LRCOL1
16939,TRBV18
16940,CD37
16941,TMEM198
16942,TRBV10-1
16943,CRYGA
16944,MIA
16945,UBQLN3
16946,CAPN14
16947,PSD4
16948,PCDHA9
16949,CNTNAP3
16950,OTOP3
16951,MCRIP2
16952,TMEM47
16953,RELL1
16954,DMAC2
16955,TRBV29-1
16956,MRGPRD
16957,SAMD9L
16958,RNF225
16959,DEF8
16960,AGAP4
16961,TMEM143
16962,NDUFAF3
16963,GTPBP6
16964,FAM53B
16965,TRAV14DV4
16966,CCSER2
16967,KLHL31
16968,PYROXD2
16969,KRBA2
16970,IPO13
16971,A2ML1
16972,DRC3
16973,FKBP9
16974,MAMSTR
16975,ZNF853
16976,C2CD4B
16977,SPATA31A7
