,gene_name
1741,EEF1A1
1742,MPO
1743,PDGFC
1744,SRD5A2
1745,TCP1
1746,RANBP2
1747,CARD8
1748,NCOA2
1749,NEDD4L
1750,FGFR4
1751,CTSC
1752,AKIRIN2
1753,SLC38A1
1754,APOC1
1755,BID
1756,RAB32
1757,SUFU
1758,RB1CC1
1759,RGN
1760,COMMD1
1761,HCRT
1762,ABCC5
1763,MAPKAPK5
1764,PLA2G2A
1765,HAMP
1766,GLUL
1767,THRB
1768,SNX9
1769,PRMT2
1770,IDH1
1771,RNF112
1772,RPL5
1773,ADCYAP1R1
1774,MICAL1
1775,UHRF1
1776,SNW1
1777,ZW10
1778,TULP3
1779,NGF
1780,EIF2S1
1781,GFAP
1782,EPHA7
1783,MAP2K4
1784,HDAC9
1785,PIM1
1786,EPB41
1787,CAMSAP3
1788,NUCKS1
1789,RANGAP1
1790,EPHB3
1791,GABRB1
1792,ELAVL4
1793,ID3
1794,GAA
1795,DDX20
1796,EEF2K
1797,RCC2
1798,TENM1
1799,TUBG1
1800,SLC2A10
1801,APAF1
1802,ACVR1B
1803,PTGIS
1804,INHA
1805,BST2
1806,CSNK1E
1807,FGF18
1808,GRID2
1809,TNXB
1810,ASPM
1811,MT-RNR2
1812,SLC17A7
1813,DNAJA3
1814,TICAM2
1815,NIN
1816,PTH1R
1817,IL23R
1818,PLOD3
1819,TAPBP
1820,VTI1B
1821,PIP5K1A
1822,EHD2
1823,TPPP
1824,FGF4
1825,FOXB1
1826,AQP8
1827,RHOG
1828,RYR1
1829,STAT5A
1830,USP33
1831,LGR4
1832,PTPRO
1833,FOXO4
1834,NPHP4
1835,NSF
1836,FCER1G
1837,CHRM1
1838,BRD7
1839,MYO1E
1840,RAB8B
1841,HHEX
1842,PIAS4
1843,PUM2
1844,FBXO5
1845,TP53INP1
1846,DOCK2
1847,APBA1
1848,MED12
1849,TWF2
1850,MCM2
1851,ADD1
1852,ZBTB7B
1853,ARG2
1854,OSBP
1855,ARID5B
1856,SELENOK
1857,HPGD
1858,POMC
1859,CFL1
1860,GAK
1861,DGAT2
1862,TOPBP1
1863,ARFGEF2
1864,PMAIP1
1865,PECAM1
1866,MKS1
1867,GBP2
1868,DKC1
1869,RPL11
1870,DLG2
1871,ATG7
1872,NLRC4
1873,CYP2E1
1874,SELP
1875,WASHC1
1876,CD300A
1877,GH1
1878,TNR
1879,PLA2G4C
1880,RRAGA
1881,CD209
1882,SLC26A5
1883,KRT1
1884,CNP
1885,CCR5
1886,RAB11B
1887,CNGB1
1888,ITGB8
1889,TESK1
1890,ARID5A
1891,FPR2
1892,CDH3
1893,TENT4B
1894,NR0B2
1895,PLEKHA1
1896,SNX10
1897,HOXA13
1898,DBN1
1899,SRGAP2
1900,PTGES3
1901,ZMYND8
1902,CD274
1903,TP53BP1
1904,EDA
1905,CHD8
1906,ZBTB7A
1907,TAF7
1908,NT5E
1909,DNAJB1
1910,SLC28A2
1911,YWHAH
1912,KIF18A
1913,KCNH2
1914,DNAJB6
1915,HNRNPK
1916,CETP
1917,PRF1
1918,OGG1
1919,STC1
1920,AICDA
1921,CTSD
1922,ZFP36L2
1923,RIMS1
1924,IRF1
1925,STX1B
1926,IRF8
1927,GSTM2
1928,KLF2
1929,ALB
1930,TPCN2
1931,AOC1
1932,PDIA3
1933,CD40LG
1934,ITGA1
1935,KATNB1
1936,CYP2C9
1937,PIK3R4
1938,VAV3
1939,USH2A
1940,KHDRBS1
1941,DMRT1
1942,MYO1G
1943,NCBP2
1944,ATP5IF1
1945,ABCC9
1946,CPT1A
1947,DLX5
1948,IFNA2
1949,AKAP12
1950,HPSE
1951,SCIN
1952,CAMP
1953,CDC20
1954,TRAF4
1955,VAV1
1956,MITF
1957,PLA2G6
1958,SUZ12
1959,CD160
1960,ARID1B
1961,ING4
1962,RAP1B
1963,SLC4A8
1964,SNRPD3
1965,CIDEA
1966,ADCY1
1967,SYNJ1
1968,TLN1
1969,CCR1
1970,TRIM37
1971,LIPC
1972,ACTC1
1973,BIRC3
1974,MAEL
1975,CASP4
1976,IL17F
1977,STXBP3
1978,PIP5K1C
1979,POLQ
1980,TESC
1981,PGR
1982,SYN1
1983,ATP1A4
1984,MLXIPL
1985,LOXL2
1986,HESX1
1987,EPS15
1988,WRAP53
1989,ARHGEF7
1990,LAMA1
1991,FERMT1
1992,GAL
1993,NEURL1
1994,RYK
1995,CTBP2
1996,DMC1
1997,RAPGEF3
1998,HEXA
1999,SELE
2000,BSG
2001,ARL2
2002,ZDHHC2
2003,RAD51C
2004,FOXA2
2005,PCSK5
2006,HAX1
2007,GLRB
2008,SNTA1
2009,STX6
2010,RANGRF
2011,G3BP1
2012,WIPI1
2013,OPHN1
2014,TTBK2
2015,NUDT16
2016,CD1D
2017,SLC29A3
2018,ACTR3
2019,UCHL1
2020,IRF7
2021,ACKR3
2022,GABRA2
2023,EIF6
2024,CDX2
2025,DACT1
2026,ARID2
2027,DUSP10
2028,CPNE1
2029,APLNR
2030,LAMB1
2031,HNRNPA1
2032,CSNK2A2
2033,PNKP
2034,OBSCN
2035,MAFB
2036,LATS2
2037,SHROOM2
2038,CTH
2039,FAF1
2040,IL7
2041,TNIK
2042,PF4
2043,POU3F2
2044,NOTCH3
2045,UBE2N
2046,CYP27B1
2047,CDH11
2048,PARP3
2049,APOH
2050,TAOK1
2051,CBLB
2052,ISG15
2053,PPIB
2054,RASSF2
2055,SH3BP1
2056,TPP1
2057,SRPK1
2058,CD86
2059,AVPR2
2060,TLR8
2061,SPP1
2062,CHD3
2063,PPM1F
2064,STX7
2065,DYRK3
2066,PSMD10
2067,HYAL3
2068,CERT1
2069,AMBP
2070,WNK3
2071,HNRNPA2B1
2072,RNF41
2073,ATOH1
2074,ACVR1C
2075,PLA2G5
2076,YBX3
2077,ZFPM2
2078,COL1A2
2079,COBL
2080,CCL8
2081,ESRRB
2082,ATP7B
2083,NLRP12
2084,APLP1
2085,ARNT
2086,CTNND1
2087,PURA
2088,ALDH1A3
2089,RRAGC
2090,HTR2C
2091,IL1RAP
2092,RAB3GAP1
2093,CDC73
2094,ASIC2
2095,CARMIL1
2096,ZNF385A
2097,NPR1
2098,PARP2
2099,DSCAM
2100,CALCRL
2101,NFIA
2102,HK1
2103,SARM1
2104,AKR1A1
2105,IST1
2106,CDKN1C
2107,USP15
2108,SCP2
2109,SLC7A8
2110,PROM1
2111,CHGA
2112,ATP6V0C
2113,PKM
2114,BCHE
2115,NPNT
2116,CNOT1
2117,ALK
2118,PIWIL2
2119,TCAP
2120,RPS6KA2
2121,LIMD1
2122,CCNB1
2123,GNAI1
2124,PGRMC1
2125,SH3GLB1
2126,FAM107A
2127,GNAI3
2128,SNF8
2129,DROSHA
2130,UBE2I
2131,WDR19
2132,GRK2
2133,ERAP1
2134,KAT8
2135,MCRS1
2136,ATP6V0D1
2137,TAP1
2138,ABCG2
2139,RAB12
2140,RELB
2141,GRM2
2142,SOCS1
2143,TDG
2144,CIDEB
2145,SAMHD1
2146,SMC6
2147,CBX5
2148,PRDM14
2149,SLC32A1
2150,TUBB3
2151,CLSTN3
2152,CRHR1
2153,TRADD
2154,XRCC3
2155,ABL2
2156,CASP2
2157,RPS6KA5
2158,CD2
2159,CLIP3
2160,ADCYAP1
2161,SGPL1
2162,SLC5A3
2163,ATP8A1
2164,RAB27B
2165,AKAP6
2166,GPIHBP1
2167,BRCC3
2168,ANO1
2169,NRCAM
2170,CDH17
2171,PLD1
2172,PRDM9
2173,SKIL
2174,DNMT1
2175,LPCAT1
2176,EGLN1
2177,ATF6
2178,NDN
2179,PALLD
2180,KRT18
2181,ACSL1
2182,STIL
2183,CARM1
2184,RIPOR2
2185,PAK3
2186,BASP1
2187,COL11A1
2188,SLC29A2
2189,CLN5
2190,TJP2
2191,CEP290
2192,YKT6
2193,MAPK8IP2
2194,CORO1B
2195,SLC12A5
2196,ONECUT1
2197,ABI1
2198,PGLYRP1
2199,HBA1
2200,BSN
2201,FTO
2202,NR5A2
2203,CLEC4M
2204,FBN1
2205,TOP2B
2206,FOXL2
2207,ADRB1
2208,STAP1
2209,AGRN
2210,XRCC2
2211,RUNX3
2212,PAWR
2213,CDKL5
2214,RHOQ
2215,PTK6
2216,MYO1B
2217,TIMP1
2218,AZIN2
2219,ABCG8
2220,ACAT1
2221,SLC22A6
2222,SLC25A10
2223,SHMT2
2224,SHTN1
2225,SOX18
2226,ARHGEF5
2227,LIMK1
2228,BTG2
2229,CCL24
2230,CDON
2231,CNTNAP1
2232,NOTCH4
2233,CTBP1
2234,CCT2
2235,ME1
2236,LAMP2
2237,CHRNA1
2238,PSEN2
2239,RAP2A
2240,FAM20C
2241,EXOSC9
2242,APLF
2243,SLC4A1
2244,SNX6
2245,FUT7
2246,ARF1
2247,ATAT1
2248,RRM1
2249,RHEB
2250,NAIP
2251,KDM5B
2252,PER1
2253,NCL
2254,SPTBN5
2255,KARS1
2256,USP10
2257,KIF3A
2258,CPEB4
2259,MTHFD1
2260,SIAH2
2261,GCK
2262,WDR1
2263,WLS
2264,JARID2
2265,ACSL3
2266,MTDH
2267,ATG16L1
2268,SYAP1
2269,MAK
2270,MYO18A
2271,SPIRE1
2272,NUDT3
2273,SMARCC2
2274,CASQ2
2275,SLC4A11
2276,PACSIN2
2277,DCANP1
2278,CCL7
2279,RICTOR
2280,CDC6
2281,PDE3A
2282,SNAP23
2283,LAMC1
2284,ECM1
2285,TNN
2286,AQP3
2287,NUP153
2288,TBP
2289,LAMB2
2290,CHRNB4
2291,ANXA11
2292,GRIN3A
2293,CCT4
2294,MAP1LC3A
2295,TAP2
2296,GRM1
2297,RPH3A
2298,ANGPT2
2299,SLC6A9
2300,TIPARP
2301,CDH23
2302,FZD6
2303,UBQLN1
2304,USP13
2305,FEN1
2306,SH2B3
2307,RAB35
2308,NONO
2309,ZBTB1
2310,MAG
2311,S100A7
2312,CAPZB
2313,SIK1
2314,CNN2
2315,GPAM
2316,CYP19A1
2317,DLG3
2318,PARN
2319,STAU1
2320,WNT6
2321,TRIM5
2322,ARHGAP44
2323,MBL2
2324,RECQL5
2325,PI4K2A
2326,ABCC2
2327,RPS27A
2328,NSD2
2329,KLK6
2330,ABCB4
2331,SETMAR
2332,CYGB
2333,ALDH1A1
2334,PDLIM4
2335,RAB6A
2336,CD46
2337,PEX14
2338,RGS4
2339,KRT8
2340,IGFBP3
2341,BAG4
2342,MAPKAP1
2343,CYP2D6
2344,APOBEC1
2345,EMD
2346,PPP1R15A
2347,GJC1
2348,PRPF19
2349,CACNG3
2350,PDXP
2351,NEFH
2352,GADD45A
2353,PODXL
2354,JADE1
2355,AKR1C2
2356,NSMF
2357,TRPC5
2358,DHCR24
2359,PDLIM1
2360,PITPNM1
2361,PFKM
2362,CELF1
2363,PXDN
2364,HOXD10
2365,PRDX1
2366,LHX2
2367,MCL1
2368,FABP1
2369,TRAK1
2370,ASXL1
2371,APCS
2372,NEO1
2373,AGO4
2374,ANXA3
2375,DGKD
2376,HOXA9
2377,CROCC
2378,COL5A1
2379,ASCL2
2380,SDC4
2381,CYP4A11
2382,USP17L2
2383,FST
2384,FCN1
2385,CKAP5
2386,PNPLA2
2387,GPC1
2388,CDK13
2389,CD80
2390,VEGFD
2391,PPP5C
2392,SSH1
2393,NIBAN2
2394,DHH
2395,AGTPBP1
2396,SCN10A
2397,DERL1
2398,SLC22A5
2399,KLF5
2400,RPS6
2401,OGDH
2402,BST1
2403,ABCG5
2404,AURKC
2405,MYH7
2406,SFPQ
2407,WWP2
2408,MYBBP1A
2409,BDKRB2
2410,KIF2A
2411,BCAS3
2412,RNF4
2413,MCM7
2414,CHRM2
2415,TRIB3
2416,HABP4
2417,TGFB1I1
2418,IFT122
2419,PLXNA4
2420,CIITA
2421,ANK1
2422,VEGFB
2423,HLA-C
2424,CLDN4
2425,PSMC5
2426,HCN4
2427,TGFA
2428,HOXA2
2429,LPIN1
2430,AIMP1
2431,PJA2
2432,CPEB1
2433,ACD
2434,PRKAR2B
2435,PLAT
2436,CASP7
2437,EPC1
2438,VLDLR
2439,SCN2A
2440,SLC17A3
2441,OSBPL8
2442,MARK1
2443,ATOH8
2444,VPS33A
2445,SDC1
2446,YWHAG
2447,VCAN
2448,AFDN
2449,RAG2
2450,AGAP2
2451,MFN2
2452,ARFIP2
2453,IFT57
2454,LARP1
2455,RPS6KA3
2456,IFNL1
2457,SEH1L
2458,DPF2
2459,DNMT3L
2460,GPR37
2461,RBBP8
2462,EIF2AK1
2463,PPM1A
2464,ANKRD27
2465,ETS1
2466,LARS1
2467,CAPG
2468,NOL3
2469,ADORA2B
2470,NFKB2
2471,JUNB
2472,SEMA7A
2473,GABARAPL2
2474,GABRG2
2475,WDR77
2476,XPO1
2477,RBBP7
2478,NAPEPLD
2479,SCN1A
2480,FZD2
2481,ATP6V1D
2482,POT1
2483,ADD2
2484,USP2
2485,EN1
2486,MEGF10
2487,ITPKA
2488,TBXA2R
2489,RPL26
2490,ERO1A
2491,POU3F3
2492,SYNE2
2493,ADRA2B
2494,THBS4
2495,NDST1
2496,MYO9B
2497,ZMIZ1
2498,KCNK2
2499,NPC2
2500,SCN1B
2501,RPS6KA1
2502,RORB
2503,RALB
2504,ARL6
2505,EHD4
2506,SEC13
2507,KCNN4
2508,ABCC6
2509,SLX4
2510,SMCR8
2511,FUZ
2512,ULK3
2513,HPCA
2514,CTSB
2515,FUT8
2516,UNC13A
2517,ATG9A
2518,PHEX
2519,GPHN
2520,SERPINB3
2521,KIF2C
2522,CES1
2523,ERCC4
2524,SORBS1
2525,NTF4
2526,RAG1
2527,CACNA1G
2528,SYT5
2529,SUPV3L1
2530,MLST8
2531,AGO3
2532,PHF10
2533,NRXN2
2534,NLRC3
2535,MAPK8IP1
2536,AFG3L2
2537,SORD
2538,AKAP8L
2539,CEMIP
2540,DYRK2
2541,SLC25A17
2542,PACSIN1
2543,PAK5
2544,IL31RA
2545,ATF5
2546,CETN2
2547,FBXO45
2548,IRF4
2549,PIH1D1
2550,ADAMTS13
2551,PPID
2552,TRIM22
2553,NCOR2
2554,RPS14
2555,HMGA1
2556,POLA1
2557,WDR48
2558,ZFYVE1
2559,PINX1
2560,STMN1
2561,IQGAP3
2562,FNTA
2563,NOCT
2564,CER1
2565,MACF1
2566,CYP4F12
2567,RPA2
2568,SKAP1
2569,SMC2
2570,HDAC7
2571,DNAJB2
2572,SLC1A5
2573,CCT5
2574,SCNN1A
2575,PTPRD
2576,SEMA3C
2577,RUFY3
2578,DPYSL3
2579,NDRG4
2580,PPP2CB
2581,MCM8
2582,MBD1
2583,SLC38A9
2584,PRC1
2585,HCN1
2586,APELA
2587,GPR143
2588,NPAS4
2589,HBEGF
2590,DAB1
2591,SPEF1
2592,GAP43
2593,SLC27A2
2594,KCNE3
2595,CSPG4
2596,DUSP3
2597,ABCD3
2598,CYP2C8
2599,SLC31A1
2600,FCN2
2601,EEF2
2602,ABCD2
2603,PANX1
2604,IFT140
2605,LHX3
2606,HLA-DPA1
2607,TIE1
2608,KIF5C
2609,GPS2
2610,CLTA
2611,EIF4ENIF1
2612,INSIG1
2613,SRR
2614,CEP131
2615,SLC38A3
2616,CD9
2617,PREX1
2618,EMX1
2619,SNRPE
2620,APBB2
2621,PDCD4
2622,UNC13C
2623,CDKN2A
2624,PRDX6
2625,USP36
2626,PFN2
2627,IRAK2
2628,SCN8A
2629,ALOX12
2630,ADH5
2631,IAPP
2632,OPRL1
2633,VPS13A
2634,PTGER4
2635,SFRP4
2636,MAN2A1
2637,PRDX4
2638,PCID2
2639,STX2
2640,PRDX5
2641,TTC21B
2642,GRP
2643,TWF1
2644,KIF5A
2645,PRKACB
2646,LOXL3
2647,GABRR1
2648,LLGL1
2649,CADM1
2650,GAS8
2651,UBA52
2652,ELL3
2653,GCG
2654,BIRC6
2655,ABHD6
2656,PITX2
2657,PPARGC1B
2658,JMY
2659,USP16
2660,KCNE2
2661,SLC22A4
2662,OXSR1
2663,KCNIP2
2664,RPS6KA4
2665,AQP11
2666,MYO1A
2667,TRDN
2668,JPH2
2669,AKAP8
2670,PRDX2
2671,MYH14
2672,AIFM2
2673,CYP2C19
2674,HPS4
2675,TNFAIP6
2676,RAB9A
2677,LRPPRC
2678,PNPLA3
2679,RDH10
2680,FNIP1
2681,KDM8
2682,LTA4H
2683,AP2A1
2684,DLD
2685,SSNA1
2686,RAD18
2687,THRAP3
2688,BICD2
2689,PON1
2690,GRIA2
2691,KEAP1
2692,RRP1B
2693,TEAD2
2694,SLC15A4
2695,TCF15
2696,CBX3
2697,DEFA1
2698,CD200
2699,S100A13
2700,SNRPG
2701,TCF3
2702,USO1
2703,KIF16B
2704,CHMP4BP1
2705,P2RY6
2706,DMPK
2707,ITGAX
2708,DTL
2709,FEZF2
2710,IL4R
2711,MYBPC3
2712,DIAPH1
2713,NRIP1
2714,SPTA1
2715,ANXA4
2716,RHOU
2717,TFAP4
2718,LAMTOR5
2719,MNAT1
2720,UNC5C
2721,SOX15
2722,RBMX
2723,CACNA1S
2724,GNAS
2725,EEA1
2726,PPP1CB
2727,PYGL
2728,ULK2
2729,AQP2
2730,UTRN
2731,CTR9
2732,AMELX
2733,NEUROG3
2734,ANKH
2735,KLHL22
2736,CDC14A
2737,PLA2G15
2738,FBL
2739,PBRM1
2740,WASF1
2741,TXNIP
2742,PTPRT
2743,ABI3
2744,TRIM68
2745,MYH10
2746,SLC23A1
2747,TBX18
2748,TSKU
2749,ARFGEF1
2750,HLTF
2751,MINK1
2752,CLDN19
2753,VDAC2
2754,CD33
2755,ATP2C1
2756,UCP1
2757,SOX6
2758,TADA3
2759,ALOX12B
2760,MYCBP2
2761,SLC6A6
2762,CCL13
2763,PLXNB1
2764,BLOC1S1
2765,TERF2IP
2766,TCF12
2767,BIRC7
2768,MYO10
2769,PDLIM5
2770,WASHC2C
2771,WASHC5
2772,PLS1
2773,ATP9A
2774,GDF3
2775,NSUN2
2776,UCP3
2777,CDKN2D
2778,SRP54
2779,PIWIL1
2780,TIMELESS
2781,PAK6
2782,NFATC3
2783,POLD1
2784,ADRB3
2785,CHRNA2
2786,PARVA
2787,TMF1
2788,STC2
2789,F3
2790,BLOC1S6
2791,SH3GL2
2792,BHLHA15
2793,GFRA1
2794,GTPBP4
2795,APH1A
2796,RIF1
2797,IFT27
2798,AHCYL1
2799,SOST
2800,ATN1
2801,PBXIP1
2802,CTNNA2
2803,SLC5A8
2804,PRTN3
2805,KL
2806,GABRG3
2807,CD55
2808,ACSM1
2809,SYNGAP1
2810,BATF
2811,VAPB
2812,ABCA4
2813,GDF7
2814,IFT80
2815,MARCKS
2816,BAG5
2817,ACP5
2818,CA2
2819,RASA1
2820,AIRE
2821,ASAH2
2822,LIPG
2823,RNF2
2824,UBE2D3
2825,SNX1
2826,EIF3E
2827,STX12
2828,MVP
2829,REN
2830,KLRK1
2831,LPCAT3
2832,URI1
2833,CHRNB1
2834,HINFP
2835,CAMK1
2836,SNU13
2837,SNAP29
2838,DYNLT1
2839,SCAP
2840,PCBP2
2841,PARP10
2842,GJB6
2843,TOM1
2844,EXOSC3
2845,RNF34
2846,IGHMBP2
2847,VGF
2848,SLC38A5
2849,NEUROD2
2850,TFPT
2851,MICA
2852,TRIP11
2853,STK26
2854,ADAMTS12
2855,GEMIN5
2856,LRG1
2857,PELO
2858,SART3
2859,HNRNPC
2860,PLSCR3
2861,BUB1B
2862,RNF168
2863,CST3
2864,TAFAZZIN
2865,DGKI
2866,KMT2E
2867,CSPG5
2868,CLSTN1
2869,PKMYT1
2870,CACNG7
2871,PAK4
2872,MYO3A
2873,RBM14
2874,MAD2L1
2875,SLC27A5
2876,GPSM2
2877,MTSS1
2878,WNT5B
2879,MDM4
2880,TRIM38
2881,ATP6AP1
2882,CDK20
2883,CCDC88C
2884,IL1RL1
2885,NDUFS2
2886,CAPRIN1
2887,PDXK
2888,GPX4
2889,CANX
2890,NMI
2891,GNB3
2892,SPAG9
2893,ILF3
2894,ZIC1
2895,PDGFD
2896,FOXN1
2897,FEZ1
2898,SENP2
2899,SLC27A4
2900,GPRC5B
2901,LIMK2
2902,CASQ1
2903,DPYD
2904,STX8
2905,BAIAP3
2906,PROM2
2907,HELLS
2908,AHCTF1
2909,ZNF207
2910,LGALS1
2911,TMIGD1
2912,CCR6
2913,CDKN2B
2914,RALBP1
2915,IP6K2
2916,ARX
2917,PLAA
2918,TUBB4A
2919,RAB31
2920,IPMK
2921,DYNC1LI1
2922,ELK1
2923,CDCA8
2924,IRF5
2925,FCN3
2926,HCFC1
2927,IMPDH2
2928,CNTF
2929,APOBEC3G
2930,GNB1
2931,DCHS1
2932,SMTNL1
2933,GRHL3
2934,CREB3L1
2935,SHMT1
2936,TET1
2937,ASIC1
2938,VWF
2939,PALM
2940,NCOR1
2941,CARTPT
2942,MTPN
2943,RAB23
2944,CPLX2
2945,SPRY1
2946,SMARCD2
2947,NDE1
2948,ASPH
2949,GBA2
2950,HOXA3
2951,TBL1XR1
2952,CHD5
2953,TRIB1
2954,SIRT5
2955,GRIK3
2956,MYLK
2957,RGS9
2958,SCIMP
2959,SOCS2
2960,IRF6
2961,SARS1
2962,ATP6V1H
2963,RXRB
2964,EPHA5
2965,LTA
2966,KCNJ10
2967,FAT1
2968,BMP1
2969,MIA3
2970,VMP1
2971,DNAJC3
2972,KIF13A
2973,MST1R
2974,STK24
2975,NUDT12
2976,SPAG5
2977,TNNI3
2978,DUSP22
2979,GART
2980,GATA5
2981,GRM7
2982,SPRED1
2983,ATP6V0A1
2984,PSMD14
2985,GAD2
2986,KNG1
2987,MARCHF7
2988,CCN4
2989,ATIC
2990,MAP4
2991,RPE65
2992,NLK
2993,TLR1
2994,SYVN1
2995,SEPTIN6
2996,RPS15
2997,ATP1B3
2998,SNRPF
2999,S100A6
3000,DTX1
3001,PLXNB2
3002,ARSB
3003,TNKS2
3004,CACTIN
3005,KCNMA1
3006,UGT1A8
3007,FUT10
3008,MYF5
3009,CELF4
3010,ASAH1
3011,SLC40A1
3012,GP1BA
3013,BAZ1B
3014,FBLN1
3015,BAAT
3016,LAMA2
3017,HTR1A
3018,RFPL1
3019,KDM4A
3020,NUMB
3021,KDM3A
3022,SNX2
3023,RORC
3024,MAEA
3025,EPHA1
3026,NMB
3027,PRKCH
3028,PKP4
3029,KLHL20
3030,FLVCR1
3031,SPARC
3032,POLE
3033,RHOC
3034,ATG12
3035,ST6GAL1
3036,PTPN23
3037,RIMS2
3038,CMKLR1
3039,CD177
3040,CCL1
3041,ACOD1
3042,FLRT2
3043,EXOSC8
3044,IREB2
3045,ENPEP
3046,PFKL
3047,WDR5
3048,ABCE1
3049,AP2B1
3050,CAMK2G
3051,PRDM16
3052,KIF4A
3053,GABRB2
3054,FFAR2
3055,EXOSC5
3056,CACNB2
3057,PRMT6
3058,FANCD2
3059,PXN
3060,DACH1
3061,JCHAIN
3062,NKD2
3063,MEGF8
3064,TRIM8
3065,TAB1
3066,EIF2B5
3067,CACNG4
3068,NPY5R
3069,MEAF6
3070,CTDP1
3071,PDCL3
3072,WWOX
3073,GUCY1B1
3074,SMC4
3075,OTUD7B
3076,SLC25A13
3077,FBH1
3078,MAPK11
3079,SLC25A11
3080,GPD1L
3081,BUB1
3082,SNRPD1
3083,SYP
3084,RNF213
3085,MT-CYB
3086,SPO11
3087,GOT1
3088,SOCS5
3089,SAR1B
3090,SNRPD2
3091,WASH3P
3092,LNPEP
3093,IGF2BP2
3094,CTNNBIP1
3095,CDC42BPB
3096,PKLR
3097,AARS1
3098,SST
3099,LARP7
3100,PSMA6
3101,ADCY6
3102,OMA1
3103,NFAT5
3104,TRIM58
3105,MFHAS1
3106,CCNE1
3107,MTA2
3108,CRP
3109,CHST11
3110,PTBP1
3111,NCOA3
3112,ATP6V0A4
3113,NLRP10
3114,DGKZ
3115,MINPP1
3116,FOXD1
3117,NAT10
3118,PHGDH
3119,LMTK2
3120,PARD6A
3121,HSD17B4
3122,RSAD2
3123,GRK5
3124,ACADM
3125,ALOX5AP
3126,ABHD2
3127,SNX5
3128,HJV
3129,PIF1
3130,VAV2
3131,TENM2
3132,F12
3133,RBM24
3134,PFKFB1
3135,NR1D2
3136,FRZB
3137,DAGLA
3138,PFKP
3139,APLN
3140,IQGAP2
3141,POLR2A
3142,GM2A
3143,GPM6A
3144,IL1RAPL1
3145,VPS41
3146,SWAP70
3147,RBBP6
3148,RAP2B
3149,USF1
3150,PTHLH
3151,NDRG1
3152,TNFRSF21
3153,SLC46A1
3154,ISG20
3155,NPPB
3156,ITGA2B
3157,ZBED3
3158,PTPRK
3159,GIPR
3160,CAPN1
3161,SLC5A6
3162,PCK2
3163,CPLANE2
3164,MEIS1
3165,SOCS3
3166,CDH8
3167,ADH4
3168,SF1
3169,PTX3
3170,SFTPD
3171,CPSF6
3172,PQBP1
3173,ALLC
3174,TNFSF13B
3175,OTC
3176,CCL20
3177,CYB5R3
3178,MUSK
3179,PLXNA3
3180,CTCF
3181,MMP3
3182,FAM83D
3183,TIAL1
3184,GSX2
3185,ADIPOR1
3186,SLC6A14
3187,DNAH11
3188,ATP4A
3189,KIF18B
3190,CHRNA10
3191,BABAM2
3192,IL21
3193,SEC24B
3194,DEFA5
3195,MIB1
3196,OPN4
3197,DHRS4
3198,ARPC2
3199,RFFL
3200,KIF20A
3201,RAMP1
3202,LAMTOR2
3203,TRIM71
3204,RAPSN
3205,TOMM70
3206,TXN
3207,STX5
3208,SH3KBP1
3209,NPR3
3210,ZNF830
3211,FANCM
3212,PLAAT1
3213,SLC30A8
3214,AMH
3215,MECOM
3216,RNF31
3217,CCNF
3218,NDUFAB1
3219,TENT4A
3220,MACROH2A2
3221,BPTF
3222,PID1
3223,MS4A1
3224,APOBEC3H
3225,AHNAK
3226,HOMER2
3227,TMBIM6
3228,CLIC1
3229,ALX4
3230,SATB2
3231,PDK2
3232,CNOT9
3233,TPX2
3234,IFT74
3235,DNAAF1
3236,STAMBP
3237,CEBPG
3238,RPS5
3239,USP14
3240,ATF3
3241,PLA2G4E
3242,CD63
3243,KRT2
3244,RPS3A
3245,SHARPIN
3246,TRPA1
3247,NEK7
3248,LITAF
3249,RIOK3
3250,SYT2
3251,DNAAF4
3252,ACR
3253,RRM2B
3254,PHF8
3255,OCLN
3256,ARG1
3257,FZR1
3258,ACADL
3259,GUCY2D
3260,CD22
3261,SLC9B2
3262,SEMA3F
3263,CMPK1
3264,NPY
3265,WNT2B
3266,HSPA6
3267,PMS2
3268,CUL7
3269,FBXO4
3270,CCT3
3271,EXOSC4
3272,ERCC5
3273,ACO1
3274,SHFL
3275,RAB3B
3276,PRKAG1
3277,INAVA
3278,CARMIL2
3279,ADAMTS9
3280,IL17RA
3281,CD3G
3282,RILP
3283,HELB
3284,EPB41L3
3285,BANF1
3286,EXOC4
3287,OAS2
3288,DNAH5
3289,ROR1
3290,RAB1B
3291,SEPTIN12
3292,ESCO2
3293,PGF
3294,NPAS2
3295,NSD1
3296,VRK1
3297,ZC3H8
3298,PTPRN
3299,DDX6
3300,NDUFA13
3301,TUBB2B
3302,CCNT1
3303,IRX3
3304,BCL2L10
3305,TTK
3306,LRRC8A
3307,FLNB
3308,LACRT
3309,EIF3A
3310,IFI27
3311,NCKAP1
3312,GDF11
3313,CCND2
3314,KDM6B
3315,BRD1
3316,MAPK13
3317,SLF1
3318,SLC6A2
3319,MR1
3320,TBX21
3321,ATP11B
3322,ATXN1
3323,GABRA1
3324,SYNCRIP
3325,LRRTM1
3326,DCAF1
3327,UNC93B1
3328,ANXA6
3329,ATP6V0A2
3330,PAXIP1
3331,MLLT3
3332,CCDC39
3333,ALDOB
3334,MTA3
3335,GPNMB
3336,THBD
3337,CSF3
3338,GLRA2
3339,HLA-DRB3
3340,CTSZ
3341,ALKBH5
3342,NR2E3
